Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Species Name,0,3,6
Control,2,13,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,2,13,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Control,2,13,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,2,13,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,2,13,False,False,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Control,2,13,False,False,Medium Forb/Herb,Lagenophora spp,0,3,0
Control,2,13,False,False,Medium Forb/Herb,Poranthera microphylla,0,3,0
Control,2,13,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,15,25,3
Control,2,13,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,2,13,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Control,2,13,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,25,3,0
Control,2,13,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,2,13,False,False,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Control,2,13,False,False,Small Tufted grass/sedge,Briza minor,0,3,0
Control,2,13,False,False,Small Tufted grass/sedge,Carex spp,0,0,0
Control,2,13,False,False,Small Tufted grass/sedge,Rytidosperma spp.,65,15,0
Control,2,14,False,False,Large Forb/Herb,Arthropodium milleflorum,0,0,0
Control,2,14,False,False,Large Forb/Herb,Conyza sumatrensis,0,3,0
Control,2,14,False,False,Large Forb/Herb,Dipodium punctatum,0,0,0
Control,2,14,False,False,Large Forb/Herb,Lomandra longifolia,45,45,45
Control,2,14,False,False,Large Forb/Herb,Senecio spp,0,3,3
Control,2,14,False,False,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Bulbine bulbosa,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,2,14,False,False,Medium Forb/Herb,Lagenophora spp,0,3,0
Control,2,14,False,False,Medium Forb/Herb,Poranthera microphylla,0,3,0
Control,2,14,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,0
Control,2,14,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,3,0
Control,2,14,False,False,Non-tufted Ground Fern,Pteridium esculentum,0,3,0
Control,2,14,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Control,2,14,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,3,0
Control,2,14,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Control,2,14,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,2,14,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Control,2,14,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Control,2,14,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Control,2,15,False,False,Climber,Comesperma volubile,0,0,0
Control,2,15,False,False,Large Forb/Herb,Arthropodium spp,0,0,0
Control,2,15,False,False,Large Forb/Herb,Lomandra longifolia,3,15,25
Control,2,15,False,False,Large Forb/Herb,Senecio spp,0,7,0
Control,2,15,False,False,Large Forb/Herb,Senecio tenuiflorus,0,0,0
Control,2,15,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,2,15,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Control,2,15,False,False,Medium Forb/Herb,Bulbine bulbosa,0,0,0
Control,2,15,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,2,15,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Control,2,15,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,2,15,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Control,2,15,False,False,Medium Forb/Herb,Lagenophora spp,3,0,0
Control,2,15,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,2,15,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,3
Control,2,15,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Control,2,15,False,False,Medium Tufted grass/sedge,Poa labillardieri,0,0,0
Control,2,15,False,False,Medium Tufted grass/sedge,Poa spp,0,3,0
Control,2,15,False,False,Non-tufted Ground Fern,Pteridium esculentum,0,3,0
Control,2,15,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,2,15,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Control,2,15,False,False,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Control,2,15,False,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Control,2,15,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Control,2,15,False,False,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Control,2,16,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,2,16,False,False,Large Forb/Herb,Lomandra longifolia,7,25,15
Control,2,16,False,False,Large Forb/Herb,Senecio spp,0,3,0
Control,2,16,False,False,Large Forb/Herb,Senecio tenuiflorus,0,0,0
Control,2,16,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Gamochaeta purpurea,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Laxmannia gracilis,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,2,16,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Control,2,16,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Control,2,16,False,False,Medium Tufted grass/sedge,Poa labillardieri,0,0,0
Control,2,16,False,False,Medium Tufted grass/sedge,Poa spp,0,3,0
Control,2,16,False,False,Non-tufted Ground Fern,Pteridium esculentum,0,7,0
Control,2,16,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Control,2,16,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Control,2,16,False,False,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Control,2,16,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Control,2,16,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,0,0
Control,4,1,False,True,Climber,Clematis microphylla,0,0,0
Control,4,1,False,True,Climber,Glycine clandestina,0,3,0
Control,4,1,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,1,False,True,Large Forb/Herb,Lomandra longifolia,65,90,65
Control,4,1,False,True,Large Forb/Herb,Senecio spp,0,3,0
Control,4,1,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Control,4,1,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Bulbine bulbosa,0,3,3
Control,4,1,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Cerastium glomeratum,0,1,0
Control,4,1,False,True,Medium Forb/Herb,Cotula australis,0,1,0
Control,4,1,False,True,Medium Forb/Herb,Einadia nutans,0,3,7
Control,4,1,False,True,Medium Forb/Herb,Euchiton involucratis,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Euchiton spp,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Geranium sp.,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Geranium spp,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Hydrocotyle foveolata,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,4,1,False,True,Medium Forb/Herb,Hypochaeris spp,0,1,0
Control,4,1,False,True,Medium Forb/Herb,Lagenophora spp,0,6,0
Control,4,1,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Control,4,1,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,7,0,3
Control,4,1,False,True,Medium Non-tufted grass/sedge,Poa sp (green hairy),0,0,0
Control,4,1,False,True,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,4,1,False,True,Medium Tufted grass/sedge,Poa spp,7,3,0
Control,4,1,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Control,4,1,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,10,0
Control,4,1,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,4,1,False,True,Small Non-tufted grass/sedge,Aira spp.,0,1,3
Control,4,1,False,True,Small Tufted grass/sedge,Rytidosperma spp.,0,3,0
Control,4,2,False,False,Climber,Comesperma volubile,0,0,0
Control,4,2,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,2,False,False,Large Forb/Herb,Dipodium spp,0,0,0
Control,4,2,False,False,Large Forb/Herb,Lomandra longifolia,15,40,35
Control,4,2,False,False,Large Forb/Herb,Senecio spp,0,3,0
Control,4,2,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Bulbine bulbosa,3,3,0
Control,4,2,False,False,Medium Forb/Herb,Centaurium erythraea,0,1,0
Control,4,2,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Daucus glochidiatus,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Euchiton spp,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Lagenophora spp,0,7,0
Control,4,2,False,False,Medium Forb/Herb,Lomandra filiformis,0,1,0
Control,4,2,False,False,Medium Forb/Herb,Medicago spp.,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,4,2,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Control,4,2,False,False,Medium Non-tufted grass/sedge,Entolasia marginata,0,0,0
Control,4,2,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,1,0
Control,4,2,False,False,Medium Non-tufted grass/sedge,Poa sp (green hairy),0,0,0
Control,4,2,False,False,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,4,2,False,False,Medium Tufted grass/sedge,Poa spp,0,3,0
Control,4,2,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,4,2,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Control,4,2,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Control,4,2,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,1,0
Control,4,2,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,4,2,False,False,Small Tufted grass/sedge,Luzula meridionalis,0,3,0
Control,4,2,False,False,Small Tufted grass/sedge,Rytidosperma spp.,7,3,0
Control,4,3,False,True,Climber,Comesperma volubile,0,0,0
Control,4,3,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,3,False,True,Large Forb/Herb,Lomandra longifolia,65,100,65
Control,4,3,False,True,Large Forb/Herb,Senecio spp,0,1,0
Control,4,3,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Control,4,3,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,3,False,True,Medium Forb/Herb,Bulbine bulbosa,3,3,3
Control,4,3,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Control,4,3,False,True,Medium Forb/Herb,Diuris sulphurea,0,0,0
Control,4,3,False,True,Medium Forb/Herb,Geranium sp.,0,0,0
Control,4,3,False,True,Medium Forb/Herb,Geranium spp,0,0,0
Control,4,3,False,True,Medium Forb/Herb,Hydrocotyle foveolata,0,0,0
Control,4,3,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,4,3,False,True,Medium Forb/Herb,Lagenophora spp,0,3,0
Control,4,3,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,4,3,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,7,0,0
Control,4,3,False,True,Medium Tufted grass/sedge,Poa spp,3,3,0
Control,4,3,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,10,0
Control,4,3,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,6,0
Control,4,3,False,True,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Control,4,3,False,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,3
Control,4,3,False,True,Small Tufted grass/sedge,Rytidosperma spp.,0,3,0
Control,4,4,False,True,Climber,Comesperma volubile,0,0,0
Control,4,4,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,4,False,True,Large Forb/Herb,Lomandra longifolia,25,60,45
Control,4,4,False,True,Large Forb/Herb,Senecio spp,0,3,0
Control,4,4,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Control,4,4,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,25
Control,4,4,False,True,Medium Forb/Herb,Cerastium glomeratum,0,1,0
Control,4,4,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Daucus glochidiatus,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Euchiton spp,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Geranium spp,0,3,0
Control,4,4,False,True,Medium Forb/Herb,Hydrocotyle foveolata,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Lomandra filiformis,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Medicago spp.,0,0,0
Control,4,4,False,True,Medium Forb/Herb,Stellaria spp.,0,1,0
Control,4,4,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,0
Control,4,4,False,True,Prostrate Shrub,Acrotriche serrulata,0,0,0
Control,4,4,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,4,4,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Control,4,4,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,7,8,0
Control,4,4,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,1,0
Control,4,4,False,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,4,4,False,True,Small Shrub,Pimelea humilis,0,0,0
Control,4,4,False,True,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Control,4,4,False,True,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Control,4,4,False,True,Small Tufted grass/sedge,Vulpia sp.,0,0,0
Control,4,5,False,True,Climber,Glycine clandestina,0,3,0
Control,4,5,False,True,Large Forb/Herb,Arthropodium spp,0,0,0
Control,4,5,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,5,False,True,Large Forb/Herb,Dipodium spp,0,0,0
Control,4,5,False,True,Large Forb/Herb,Lomandra longifolia,45,80,55
Control,4,5,False,True,Large Forb/Herb,Senecio phelleus,0,0,0
Control,4,5,False,True,Large Forb/Herb,Senecio spp,0,1,0
Control,4,5,False,True,Large Forb/Herb,Tricoryne elatior,0,0,0
Control,4,5,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Bulbine bulbosa,0,3,0
Control,4,5,False,True,Medium Forb/Herb,Centaurium erythraea,0,3,0
Control,4,5,False,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Euchiton involucratis,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Euchiton spp,3,0,0
Control,4,5,False,True,Medium Forb/Herb,Geranium sp.,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Geranium spp,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,4,5,False,True,Medium Forb/Herb,Lagenophora spp,3,3,3
Control,4,5,False,True,Medium Forb/Herb,Lomandra filiformis,0,3,0
Control,4,5,False,True,Medium Forb/Herb,Poranthera microphylla,0,1,0
Control,4,5,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Control,4,5,False,True,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Control,4,5,False,True,Medium Tufted grass/sedge,Poa spp,7,3,0
Control,4,5,False,True,Non-tufted Ground Fern,Pteridium esculentum,0,0,0
Control,4,5,False,True,Prostrate Shrub,Astroloma humifusum,0,0,0
Control,4,5,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Control,4,5,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Control,4,5,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,4,5,False,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Control,4,5,False,True,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Control,4,5,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Control,4,5,False,True,Small Tufted grass/sedge,Rytidosperma spp.,0,3,0
Control,4,6,False,True,Climber,Glycine clandestina,0,0,0
Control,4,6,False,True,Large Forb/Herb,Arthropodium milleflorum,0,0,0
Control,4,6,False,True,Large Forb/Herb,Arthropodium spp,0,3,0
Control,4,6,False,True,Large Forb/Herb,Arthropodium strictum,0,0,0
Control,4,6,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,6,False,True,Large Forb/Herb,Dipodium spp,0,0,0
Control,4,6,False,True,Large Forb/Herb,Lomandra longifolia,45,45,75
Control,4,6,False,True,Large Forb/Herb,Senecio spp,0,3,0
Control,4,6,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,6,False,True,Medium Forb/Herb,Bulbine bulbosa,0,3,0
Control,4,6,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Control,4,6,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Control,4,6,False,True,Medium Forb/Herb,Euchiton involucratis,0,0,0
Control,4,6,False,True,Medium Forb/Herb,Euchiton spp,0,0,0
Control,4,6,False,True,Medium Forb/Herb,Hypericum gramineum,0,3,0
Control,4,6,False,True,Medium Forb/Herb,Lagenophora spp,0,3,0
Control,4,6,False,True,Medium Forb/Herb,Lomandra filiformis,0,0,0
Control,4,6,False,True,Medium Forb/Herb,Oxalis sp 2.,0,1,0
Control,4,6,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,4,6,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Control,4,6,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,0
Control,4,6,False,True,Medium Tufted grass/sedge,Poa spp,3,3,0
Control,4,6,False,True,Non-tufted Ground Fern,Pteridium esculentum,0,1,0
Control,4,6,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Control,4,6,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Control,4,6,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Control,4,6,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Control,4,6,False,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Control,4,6,False,True,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Control,4,6,False,True,Small Tufted grass/sedge,Briza minor,0,0,0
Control,4,6,False,True,Small Tufted grass/sedge,Luzula meridionalis,0,1,0
Control,4,6,False,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,3
Control,4,6,False,True,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Control,4,7,False,False,Climber,Glycine clandestina,0,0,0
Control,4,7,False,False,Large Forb/Herb,Arthropodium milleflorum,0,0,0
Control,4,7,False,False,Large Forb/Herb,Arthropodium spp,0,3,0
Control,4,7,False,False,Large Forb/Herb,Arthropodium strictum,0,0,0
Control,4,7,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Control,4,7,False,False,Large Forb/Herb,Dipodium spp,0,0,0
Control,4,7,False,False,Large Forb/Herb,Lomandra longifolia,45,80,55
Control,4,7,False,False,Large Forb/Herb,Senecio spp,0,3,0
Control,4,7,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Control,4,7,False,False,Large Forb/Herb,Tricoryne elatior,0,0,0
Control,4,7,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Control,4,7,False,False,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Bulbine bulbosa,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Dianella revoluta s.l.,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Hypericum gramineum,0,6,0
Control,4,7,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Lomandra filiformis,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Control,4,7,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Control,4,7,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,28,0
Control,4,7,False,False,Medium Tufted grass/sedge,Poa spp,0,3,0
Control,4,7,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
