Treatment,Plot,Quadrat,Fenced,Gap,Life Form,Year,Abundance
Control,4,10,False,True,Climber,6,0.5
Control,4,10,False,True,Large Forb/Herb,0,26.5
Control,4,10,False,True,Large Forb/Herb,3,47.0
Control,4,10,False,True,Large Forb/Herb,6,45.0
Control,4,10,False,True,Medium Forb/Herb,0,2.5
Control,4,10,False,True,Medium Forb/Herb,3,6.5
Control,4,10,False,True,Medium Forb/Herb,6,1.0
Control,4,10,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,10,False,True,Medium Non-tufted grass/sedge,3,25.5
Control,4,10,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,10,False,True,Medium Tufted grass/sedge,0,1.0
Control,4,10,False,True,Medium Tufted grass/sedge,3,1.0
Control,4,10,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,10,False,True,Prostrate or Mat-forming Forb/Herb,3,11.0
Control,4,10,False,True,Prostrate or Mat-forming Forb/Herb,6,3.5
Control,4,10,False,True,Small Tufted grass/sedge,0,0.5
Control,4,10,False,True,Small Tufted grass/sedge,3,4.5
Control,4,10,False,True,Small Tufted grass/sedge,6,1.0
Control,4,11,False,True,Climber,0,1.0
Control,4,11,False,True,Large Forb/Herb,0,35.5
Control,4,11,False,True,Large Forb/Herb,3,61.0
Control,4,11,False,True,Large Forb/Herb,6,26.0
Control,4,11,False,True,Medium Forb/Herb,0,3.0
Control,4,11,False,True,Medium Forb/Herb,3,5.5
Control,4,11,False,True,Medium Forb/Herb,6,1.0
Control,4,11,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,11,False,True,Medium Non-tufted grass/sedge,3,3.5
Control,4,11,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,11,False,True,Medium Tufted grass/sedge,0,3.0
Control,4,11,False,True,Medium Tufted grass/sedge,3,3.0
Control,4,11,False,True,Medium Tufted grass/sedge,6,0.5
Control,4,11,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,11,False,True,Prostrate or Mat-forming Forb/Herb,3,15.5
Control,4,11,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,11,False,True,Small Tufted grass/sedge,0,0.5
Control,4,11,False,True,Small Tufted grass/sedge,3,3.0
Control,4,12,False,False,Climber,3,0.5
Control,4,12,False,False,Large Forb/Herb,0,36.0
Control,4,12,False,False,Large Forb/Herb,3,52.0
Control,4,12,False,False,Large Forb/Herb,6,1.0
Control,4,12,False,False,Medium Forb/Herb,0,1.0
Control,4,12,False,False,Medium Forb/Herb,3,10.5
Control,4,12,False,False,Medium Forb/Herb,6,4.0
Control,4,12,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,12,False,False,Medium Non-tufted grass/sedge,3,6.0
Control,4,12,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,12,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,12,False,False,Non-tufted Ground Fern,0,0.5
Control,4,12,False,False,Non-tufted Ground Fern,3,3.0
Control,4,12,False,False,Non-tufted Ground Fern,6,3.0
Control,4,12,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,12,False,False,Prostrate or Mat-forming Forb/Herb,3,1.5
Control,4,12,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,12,False,False,Small Forb/Herb,3,0.5
Control,4,12,False,False,Small Tufted grass/sedge,0,0.5
Control,4,12,False,False,Small Tufted grass/sedge,3,0.5
Control,4,12,False,False,Small Tufted grass/sedge,6,0.5
Control,4,12,False,False,Tufted Ground Fern,3,3.0
Control,4,13,False,True,Climber,3,3.0
Control,4,13,False,True,Large Forb/Herb,0,16.0
Control,4,13,False,True,Large Forb/Herb,3,86.5
Control,4,13,False,True,Large Forb/Herb,6,3.0
Control,4,13,False,True,Medium Forb/Herb,0,1.5
Control,4,13,False,True,Medium Forb/Herb,3,3.0
Control,4,13,False,True,Medium Forb/Herb,6,26.0
Control,4,13,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,13,False,True,Medium Non-tufted grass/sedge,3,0.5
Control,4,13,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,13,False,True,Medium Tufted grass/sedge,3,3.0
Control,4,13,False,True,Non-tufted Ground Fern,0,0.5
Control,4,13,False,True,Non-tufted Ground Fern,3,3.0
Control,4,13,False,True,Prostrate or Mat-forming Forb/Herb,3,7.0
Control,4,13,False,True,Prostrate or Mat-forming Forb/Herb,6,3.0
Control,4,13,False,True,Small Tufted grass/sedge,0,0.5
Control,4,13,False,True,Small Tufted grass/sedge,3,6.5
Control,4,13,False,True,Small Tufted grass/sedge,6,0.5
Control,4,14,False,True,Climber,3,3.0
Control,4,14,False,True,Large Forb/Herb,0,16.0
Control,4,14,False,True,Large Forb/Herb,3,71.0
Control,4,14,False,True,Large Forb/Herb,6,25.0
Control,4,14,False,True,Medium Forb/Herb,0,1.0
Control,4,14,False,True,Medium Forb/Herb,3,7.0
Control,4,14,False,True,Medium Forb/Herb,6,2.0
Control,4,14,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,14,False,True,Medium Non-tufted grass/sedge,3,7.5
Control,4,14,False,True,Medium Non-tufted grass/sedge,6,0.5
Control,4,14,False,True,Prostrate Shrub,0,0.5
Control,4,14,False,True,Prostrate Shrub,6,3.0
Control,4,14,False,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,4,14,False,True,Prostrate or Mat-forming Forb/Herb,3,12.5
Control,4,14,False,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,14,False,True,Small Tufted grass/sedge,0,0.5
Control,4,14,False,True,Small Tufted grass/sedge,3,4.0
Control,4,14,False,True,Small Tufted grass/sedge,6,1.0
Control,4,15,False,False,Large Forb/Herb,0,65.5
Control,4,15,False,False,Large Forb/Herb,3,65.0
Control,4,15,False,False,Large Forb/Herb,6,65.5
Control,4,15,False,False,Medium Forb/Herb,0,0.5
Control,4,15,False,False,Medium Forb/Herb,3,2.0
Control,4,15,False,False,Medium Forb/Herb,6,1.5
Control,4,15,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,15,False,False,Medium Non-tufted grass/sedge,3,1.0
Control,4,15,False,False,Medium Non-tufted grass/sedge,6,1.0
Control,4,15,False,False,Medium Tufted grass/sedge,0,1.0
Control,4,15,False,False,Medium Tufted grass/sedge,3,1.0
Control,4,15,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,15,False,False,Non-tufted Ground Fern,0,0.5
Control,4,15,False,False,Non-tufted Ground Fern,3,3.0
Control,4,15,False,False,Non-tufted Ground Fern,6,0.5
Control,4,15,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,4,15,False,False,Prostrate or Mat-forming Forb/Herb,3,5.5
Control,4,15,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,15,False,False,Small Tufted grass/sedge,0,0.5
Control,4,15,False,False,Small Tufted grass/sedge,3,0.5
Control,4,16,False,True,Climber,3,0.5
Control,4,16,False,True,Large Forb/Herb,0,25.5
Control,4,16,False,True,Large Forb/Herb,3,36.5
Control,4,16,False,True,Large Forb/Herb,6,35.5
Control,4,16,False,True,Medium Forb/Herb,0,1.0
Control,4,16,False,True,Medium Forb/Herb,3,9.0
Control,4,16,False,True,Medium Forb/Herb,6,1.5
Control,4,16,False,True,Medium Non-tufted grass/sedge,0,0.5
Control,4,16,False,True,Medium Non-tufted grass/sedge,3,3.5
Control,4,16,False,True,Medium Non-tufted grass/sedge,6,3.0
Control,4,16,False,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,4,16,False,True,Prostrate or Mat-forming Forb/Herb,3,10.0
Control,4,16,False,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,16,False,True,Small Tufted grass/sedge,0,3.0
Control,4,16,False,True,Small Tufted grass/sedge,3,6.0
Control,4,17,False,False,Climber,3,0.5
Control,4,17,False,False,Large Forb/Herb,0,4.0
Control,4,17,False,False,Large Forb/Herb,3,10.5
Control,4,17,False,False,Large Forb/Herb,6,0.5
Control,4,17,False,False,Medium Forb/Herb,0,0.5
Control,4,17,False,False,Medium Forb/Herb,3,0.5
Control,4,17,False,False,Medium Forb/Herb,6,1.0
Control,4,17,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,17,False,False,Medium Non-tufted grass/sedge,6,1.0
Control,4,17,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,17,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,17,False,False,Small Tufted grass/sedge,0,25.0
Control,4,17,False,False,Small Tufted grass/sedge,3,8.0
Control,4,17,False,False,Small Tufted grass/sedge,6,3.5
Control,4,18,False,False,Large Forb/Herb,0,36.0
Control,4,18,False,False,Large Forb/Herb,3,35.5
Control,4,18,False,False,Large Forb/Herb,6,25.5
Control,4,18,False,False,Medium Forb/Herb,0,4.0
Control,4,18,False,False,Medium Forb/Herb,3,5.0
Control,4,18,False,False,Medium Forb/Herb,6,2.5
Control,4,18,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,18,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,18,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,18,False,False,Medium Tufted grass/sedge,3,0.5
Control,4,18,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,18,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,18,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,18,False,False,Small Tufted grass/sedge,0,3.0
Control,4,18,False,False,Small Tufted grass/sedge,3,6.0
Control,4,18,False,False,Small Tufted grass/sedge,6,0.5
Control,4,18,False,False,Tufted Ground Fern,0,0.5
Control,4,18,False,False,Tufted Ground Fern,3,0.5
Control,4,18,False,False,Tufted Ground Fern,6,0.5
Control,4,19,False,False,Large Forb/Herb,0,25.5
Control,4,19,False,False,Large Forb/Herb,3,38.0
Control,4,19,False,False,Large Forb/Herb,6,46.0
Control,4,19,False,False,Medium Forb/Herb,0,1.0
Control,4,19,False,False,Medium Forb/Herb,3,5.5
Control,4,19,False,False,Medium Forb/Herb,6,1.5
Control,4,19,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,19,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,19,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,19,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Control,4,19,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,19,False,False,Small Tufted grass/sedge,0,3.0
Control,4,19,False,False,Small Tufted grass/sedge,3,3.0
Control,4,19,False,False,Small Tufted grass/sedge,6,0.5
Control,4,20,False,False,Large Forb/Herb,0,1.0
Control,4,20,False,False,Large Forb/Herb,3,28.0
Control,4,20,False,False,Large Forb/Herb,6,18.5
Control,4,20,False,False,Medium Forb/Herb,0,1.5
Control,4,20,False,False,Medium Forb/Herb,3,2.0
Control,4,20,False,False,Medium Forb/Herb,6,1.0
Control,4,20,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,20,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,20,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,20,False,False,Prostrate or Mat-forming Forb/Herb,0,3.0
Control,4,20,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,4,20,False,False,Prostrate or Mat-forming Forb/Herb,6,4.0
Control,4,20,False,False,Small Tufted grass/sedge,0,7.5
Control,4,20,False,False,Small Tufted grass/sedge,3,8.0
Control,4,20,False,False,Small Tufted grass/sedge,6,0.5
Control,4,20,False,False,Tiny Tufted grass/sedge,6,0.5
Control,4,21,False,False,Climber,3,0.5
Control,4,21,False,False,Large Forb/Herb,0,46.5
Control,4,21,False,False,Large Forb/Herb,3,0.5
Control,4,21,False,False,Large Forb/Herb,6,36.0
Control,4,21,False,False,Large Tufted grass/sedge,0,0.5
Control,4,21,False,False,Medium Forb/Herb,0,1.5
Control,4,21,False,False,Medium Forb/Herb,3,4.0
Control,4,21,False,False,Medium Forb/Herb,6,3.0
Control,4,21,False,False,Medium Non-tufted grass/sedge,0,7.5
Control,4,21,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,4,21,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,21,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,4,21,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,21,False,False,Small Tufted grass/sedge,0,0.5
Control,4,21,False,False,Small Tufted grass/sedge,3,0.5
Control,4,21,False,False,Small Tufted grass/sedge,6,0.5
Control,4,22,False,False,Large Forb/Herb,0,37.0
Control,4,22,False,False,Large Forb/Herb,3,38.5
Control,4,22,False,False,Large Forb/Herb,6,26.0
Control,4,22,False,False,Medium Forb/Herb,0,4.0
Control,4,22,False,False,Medium Forb/Herb,3,4.0
Control,4,22,False,False,Medium Forb/Herb,6,3.0
Control,4,22,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,22,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,22,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,22,False,False,Medium Tufted grass/sedge,3,3.0
Control,4,22,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,22,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,22,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,4,22,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,22,False,False,Small Tufted grass/sedge,0,7.5
Control,4,22,False,False,Small Tufted grass/sedge,3,3.0
Control,4,22,False,False,Small Tufted grass/sedge,6,3.0
Control,4,23,False,False,Large Forb/Herb,0,8.0
Control,4,23,False,False,Large Forb/Herb,3,18.5
Control,4,23,False,False,Large Forb/Herb,6,15.0
Control,4,23,False,False,Large Tufted grass/sedge,0,0.5
Control,4,23,False,False,Large Tufted grass/sedge,3,0.5
Control,4,23,False,False,Large Tufted grass/sedge,6,0.5
Control,4,23,False,False,Medium Forb/Herb,3,1.5
Control,4,23,False,False,Medium Forb/Herb,6,0.5
Control,4,23,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,23,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,23,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,23,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,23,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,23,False,False,Small Tufted grass/sedge,0,25.0
Control,4,23,False,False,Small Tufted grass/sedge,3,7.5
Control,4,23,False,False,Small Tufted grass/sedge,6,0.5
Control,4,24,False,False,Large Forb/Herb,0,15.5
Control,4,24,False,False,Large Forb/Herb,3,28.0
Control,4,24,False,False,Large Forb/Herb,6,15.5
Control,4,24,False,False,Medium Forb/Herb,0,1.0
Control,4,24,False,False,Medium Forb/Herb,3,1.5
Control,4,24,False,False,Medium Forb/Herb,6,1.5
Control,4,24,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,24,False,False,Non-tufted Ground Fern,0,0.5
Control,4,24,False,False,Non-tufted Ground Fern,3,0.5
Control,4,24,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,24,False,False,Prostrate or Mat-forming Forb/Herb,3,4.0
Control,4,24,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,24,False,False,Small Tufted grass/sedge,0,0.5
Control,4,24,False,False,Small Tufted grass/sedge,3,3.0
Control,4,24,False,False,Small Tufted grass/sedge,6,0.5
Control,4,25,False,False,Climber,0,3.0
Control,4,25,False,False,Climber,3,3.0
Control,4,25,False,False,Large Forb/Herb,0,35.5
Control,4,25,False,False,Large Forb/Herb,3,18.5
Control,4,25,False,False,Large Forb/Herb,6,26.0
Control,4,25,False,False,Medium Forb/Herb,0,1.0
Control,4,25,False,False,Medium Forb/Herb,3,6.5
Control,4,25,False,False,Medium Forb/Herb,6,2.5
Control,4,25,False,False,Medium Non-tufted grass/sedge,0,25.0
Control,4,25,False,False,Medium Non-tufted grass/sedge,3,7.5
Control,4,25,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,25,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,25,False,False,Prostrate or Mat-forming Forb/Herb,3,3.5
Control,4,25,False,False,Prostrate or Mat-forming Forb/Herb,6,4.5
Control,4,25,False,False,Small Tufted grass/sedge,0,0.5
Control,4,25,False,False,Small Tufted grass/sedge,3,0.5
Control,4,25,False,False,Small Tufted grass/sedge,6,0.5
Control,4,26,False,False,Climber,0,0.5
Control,4,26,False,False,Climber,3,3.0
Control,4,26,False,False,Large Forb/Herb,0,25.5
Control,4,26,False,False,Large Forb/Herb,3,35.5
Control,4,26,False,False,Large Forb/Herb,6,36.0
Control,4,26,False,False,Medium Forb/Herb,0,2.5
Control,4,26,False,False,Medium Forb/Herb,3,3.0
Control,4,26,False,False,Medium Forb/Herb,6,2.5
Control,4,26,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,4,26,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,26,False,False,Medium Non-tufted grass/sedge,6,3.0
Control,4,26,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,26,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,26,False,False,Prostrate or Mat-forming Forb/Herb,6,1.5
Control,4,26,False,False,Small Tufted grass/sedge,0,3.5
Control,4,26,False,False,Small Tufted grass/sedge,3,3.0
Control,4,26,False,False,Small Tufted grass/sedge,6,3.0
Control,4,27,False,False,Large Forb/Herb,0,56.5
Control,4,27,False,False,Large Forb/Herb,3,46.0
Control,4,27,False,False,Large Forb/Herb,6,37.0
Control,4,27,False,False,Medium Forb/Herb,0,1.5
Control,4,27,False,False,Medium Forb/Herb,3,4.0
Control,4,27,False,False,Medium Forb/Herb,6,2.0
Control,4,27,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,4,27,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,27,False,False,Medium Tufted grass/sedge,6,0.5
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,27,False,False,Prostrate or Mat-forming Forb/Herb,6,1.5
Control,4,27,False,False,Small Tufted grass/sedge,0,0.5
Control,4,27,False,False,Small Tufted grass/sedge,3,0.5
Control,4,27,False,False,Small Tufted grass/sedge,6,0.5
Control,4,28,False,False,Large Forb/Herb,0,16.5
Control,4,28,False,False,Large Forb/Herb,3,25.5
Control,4,28,False,False,Large Forb/Herb,6,25.0
Control,4,28,False,False,Medium Forb/Herb,3,1.0
Control,4,28,False,False,Medium Forb/Herb,6,1.5
Control,4,28,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,28,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,28,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Control,4,28,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Control,4,28,False,False,Small Tufted grass/sedge,0,0.5
Control,4,28,False,False,Small Tufted grass/sedge,3,0.5
Control,4,28,False,False,Small Tufted grass/sedge,6,0.5
Control,4,29,False,False,Large Forb/Herb,0,26.0
Control,4,29,False,False,Large Forb/Herb,3,9.0
Control,4,29,False,False,Large Forb/Herb,6,45.5
Control,4,29,False,False,Medium Forb/Herb,0,1.0
Control,4,29,False,False,Medium Forb/Herb,3,7.0
Control,4,29,False,False,Medium Forb/Herb,6,1.0
Control,4,29,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,29,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,29,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,29,False,False,Medium Tufted grass/sedge,3,0.5
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,29,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Control,4,29,False,False,Small Tufted grass/sedge,0,0.5
Control,4,29,False,False,Small Tufted grass/sedge,3,3.0
Control,4,29,False,False,Small Tufted grass/sedge,6,0.5
Control,4,30,False,False,Large Forb/Herb,0,15.5
Control,4,30,False,False,Large Forb/Herb,3,18.0
Control,4,30,False,False,Large Forb/Herb,6,25.5
Control,4,30,False,False,Medium Forb/Herb,3,2.0
Control,4,30,False,False,Medium Forb/Herb,6,2.5
Control,4,30,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,30,False,False,Medium Non-tufted grass/sedge,3,0.5
Control,4,30,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,3,1.0
Control,4,30,False,False,Prostrate or Mat-forming Forb/Herb,6,1.5
Control,4,30,False,False,Small Tufted grass/sedge,0,25.0
Control,4,30,False,False,Small Tufted grass/sedge,6,3.0
Control,4,31,False,False,Climber,0,0.5
Control,4,31,False,False,Large Forb/Herb,0,35.5
Control,4,31,False,False,Large Forb/Herb,3,35.5
Control,4,31,False,False,Large Forb/Herb,6,55.5
Control,4,31,False,False,Large Tufted grass/sedge,0,1.0
Control,4,31,False,False,Medium Forb/Herb,0,1.5
Control,4,31,False,False,Medium Forb/Herb,3,1.5
Control,4,31,False,False,Medium Forb/Herb,6,2.0
Control,4,31,False,False,Medium Non-tufted grass/sedge,0,3.0
Control,4,31,False,False,Medium Non-tufted grass/sedge,3,3.0
Control,4,31,False,False,Medium Non-tufted grass/sedge,6,0.5
Control,4,31,False,False,Medium Tufted grass/sedge,0,0.5
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,3,4.5
Control,4,31,False,False,Prostrate or Mat-forming Forb/Herb,6,1.5
Control,4,31,False,False,Small Tufted grass/sedge,0,0.5
Control,4,31,False,False,Small Tufted grass/sedge,3,0.5
Control,4,32,False,False,Climber,0,0.5
Control,4,32,False,False,Large Forb/Herb,0,46.0
Control,4,32,False,False,Large Forb/Herb,6,1.0
Control,4,32,False,False,Medium Forb/Herb,0,1.0
Control,4,32,False,False,Medium Forb/Herb,6,1.0
Control,4,32,False,False,Medium Non-tufted grass/sedge,0,0.5
Control,4,32,False,False,Medium Non-tufted grass/sedge,6,3.0
