,Year_monitoring,Date_monitoring,Plot_number,Plot_treatment,Quadrat_number,Quadrat_fenced,Quadrat_gap_or_no,Record_ID,T002_Flora_Species_name,Score,Key,Scientific Name,Common Name,Family Name,Division Name,Life Form
151,3,2015-10-20,1,Gap,3,False,In Gap,80,Arthropodium spp,0.5,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
152,3,2015-10-20,1,Gap,3,False,In Gap,79,Aira spp.,1.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
153,3,2015-10-20,1,Gap,3,False,In Gap,81,Carex spp,0.5,Carex iynx,Carex iynx,Tussock Sedge,Cyperaceae,Monocotyledons,Medium Tufted grass/sedge
154,3,2015-10-20,1,Gap,3,False,In Gap,82,Cerastium glomeratum,0.5,Cerastium glomeratum s.l.,Cerastium glomeratum s.l.,Common Mouse-ear Chickweed,Caryophyllaceae,Dicotyledons,Medium Forb/Herb
155,3,2015-10-20,1,Gap,3,False,In Gap,83,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
156,3,2015-10-20,1,Gap,3,False,In Gap,84,Daucus glochidiatus,0.5,Daucus glochidiatus,Daucus glochidiatus,Australian Carrot,Apiaceae,Dicotyledons,Medium Forb/Herb
157,6,2019-10-22,1,Gap,4,False,,11028,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
158,6,2019-10-22,1,Gap,4,False,,11027,Euchiton spp,0.5,Euchiton spp,,,,,
159,6,2019-10-22,1,Gap,4,False,,11026,Diuris sulphurea,0.5,Diuris sulphurea,Diuris sulphurea,Tiger Orchid,Orchidaceae,Monocotyledons,Medium Forb/Herb
160,6,2019-10-22,1,Gap,4,False,,11034,Stellaria spp.,1.0,Stellaria spp.,,,,,
161,6,2019-10-22,1,Gap,4,False,,11023,Crassula sieberiana,1.0,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
162,6,2019-10-22,1,Gap,4,False,,11029,Lomandra longifolia,8.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
163,6,2019-10-22,1,Gap,4,False,,11030,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
164,6,2019-10-22,1,Gap,4,False,,11031,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
165,6,2019-10-22,1,Gap,4,False,,11032,Rytidosperma geniculata,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
166,6,2019-10-22,1,Gap,4,False,,11033,Senecio pinnatifolius,1.0,Senecio pinnatifolius,Senecio pinnatifolius,Variable Groundsel,Asteraceae,Dicotyledons,Large Forb/Herb
167,6,2019-10-22,1,Gap,4,False,,11021,Aira spp.,1.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
168,6,2019-10-22,1,Gap,4,False,,11022,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
169,6,2019-10-22,1,Gap,4,False,,11024,Daucus glochidiatus,0.5,Daucus glochidiatus,Daucus glochidiatus,Australian Carrot,Apiaceae,Dicotyledons,Medium Forb/Herb
170,6,2019-10-22,1,Gap,4,False,,11025,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
171,0,2012-10-24,1,Gap,4,False,In Gap,5847,Senecio spp,0.5,Senecio spp,,,,,
172,0,2012-10-24,1,Gap,4,False,In Gap,5843,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
173,0,2012-10-24,1,Gap,4,False,In Gap,5844,Lomandra longifolia,6.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
174,0,2012-10-24,1,Gap,4,False,In Gap,5845,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
175,0,2012-10-24,1,Gap,4,False,In Gap,5846,Pterostylis spp,0.5,Pterostylis laxa,Pterostylis laxa,Antelope Greenhood,Orchidaceae,Monocotyledons,Medium Forb/Herb
176,0,2012-10-24,1,Gap,4,False,In Gap,5842,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
177,0,2012-10-24,1,Gap,4,False,In Gap,5848,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
178,0,2012-10-24,1,Gap,4,False,In Gap,5837,Arthropodium spp,0.5,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
179,0,2012-10-24,1,Gap,4,False,In Gap,5838,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
180,0,2012-10-24,1,Gap,4,False,In Gap,5841,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
181,0,2012-10-24,1,Gap,4,False,In Gap,5840,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
182,0,2012-10-24,1,Gap,4,False,In Gap,5839,Cerastium sp.,0.5,Cerastium sp.,,,,,
183,3,2015-10-20,1,Gap,4,False,In Gap,103,Arthropodium spp,0.5,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
184,3,2015-10-20,1,Gap,4,False,In Gap,122,Wahlenbergia spp,1.0,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
185,3,2015-10-20,1,Gap,4,False,In Gap,117,Pterostylis spp,0.5,Pterostylis laxa,Pterostylis laxa,Antelope Greenhood,Orchidaceae,Monocotyledons,Medium Forb/Herb
186,3,2015-10-20,1,Gap,4,False,In Gap,118,Senecio spp,1.0,Senecio spp,,,,,
187,3,2015-10-20,1,Gap,4,False,In Gap,119,Stellaria spp.,0.5,Stellaria spp.,,,,,
188,3,2015-10-20,1,Gap,4,False,In Gap,120,Thelymitra spp,0.5,Thelymitra nuda,Thelymitra nuda,Plain Sun-orchid,Orchidaceae,Monocotyledons,Medium Forb/Herb
189,3,2015-10-20,1,Gap,4,False,In Gap,116,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
190,3,2015-10-20,1,Gap,4,False,In Gap,123,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
191,3,2015-10-20,1,Gap,4,False,In Gap,102,Aira spp.,1.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
192,3,2015-10-20,1,Gap,4,False,In Gap,121,Tricoryne elatior,0.5,Tricoryne elatior,Tricoryne elatior,Yellow Rush-lily,Hemerocallidaceae,Monocotyledons,Large Forb/Herb
193,3,2015-10-20,1,Gap,4,False,In Gap,104,Briza minor,0.5,Briza minor,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
194,3,2015-10-20,1,Gap,4,False,In Gap,115,Poa spp,1.0,Poa fax,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
195,3,2015-10-20,1,Gap,4,False,In Gap,105,Cerastium glomeratum,0.5,Cerastium glomeratum s.l.,Cerastium glomeratum s.l.,Common Mouse-ear Chickweed,Caryophyllaceae,Dicotyledons,Medium Forb/Herb
196,3,2015-10-20,1,Gap,4,False,In Gap,106,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
197,3,2015-10-20,1,Gap,4,False,In Gap,107,Cotula australis,1.0,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
198,3,2015-10-20,1,Gap,4,False,In Gap,108,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
199,3,2015-10-20,1,Gap,4,False,In Gap,109,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
200,3,2015-10-20,1,Gap,4,False,In Gap,113,Luzula meridionalis,0.5,Luzula meridionalis,Luzula meridionalis,Common Woodrush,Juncaceae,Monocotyledons,Small Tufted grass/sedge
201,3,2015-10-20,1,Gap,4,False,In Gap,112,Lomandra longifolia,6.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
202,3,2015-10-20,1,Gap,4,False,In Gap,111,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
203,3,2015-10-20,1,Gap,4,False,In Gap,114,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
204,6,2019-10-22,1,Gap,5,False,,11052,Rytidosperma geniculata,1.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
205,6,2019-10-22,1,Gap,5,False,,11046,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
206,6,2019-10-22,1,Gap,5,False,,11043,Crassula sieberiana,1.0,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
207,6,2019-10-22,1,Gap,5,False,,11044,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
208,6,2019-10-22,1,Gap,5,False,,11045,Geranium sp.,0.5,Geranium sp. 1,Geranium sp. 1,Large-flower Crane's-bill,Geraniaceae,Dicotyledons,Medium Forb/Herb
209,6,2019-10-22,1,Gap,5,False,,11042,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
210,6,2019-10-22,1,Gap,5,False,,11047,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
211,6,2019-10-22,1,Gap,5,False,,11041,Briza minor,0.5,Briza minor,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
212,6,2019-10-22,1,Gap,5,False,,11050,Lomandra longifolia,3.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
213,6,2019-10-22,1,Gap,5,False,,11049,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
214,6,2019-10-22,1,Gap,5,False,,11053,Senecio tenuiflorus,1.0,Senecio pterophorus,Senecio pterophorus,African Daisy,Asteraceae,Dicotyledons,Large Forb/Herb
215,6,2019-10-22,1,Gap,5,False,,11054,Vulpia sp.,0.5,Vulpia spp.,Vulpia spp.,Fescue,Poaceae,Monocotyledons,Medium Tufted grass/sedge
216,6,2019-10-22,1,Gap,5,False,,11048,Hypochaeris radicata,0.5,Hypochoeris radicata,Hypochoeris radicata,Flatweed,Asteraceae,Dicotyledons,Medium Forb/Herb
217,6,2019-10-22,1,Gap,5,False,,11039,Aira spp.,1.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
218,6,2019-10-22,1,Gap,5,False,,11040,Austrostipa scabra,1.0,Austrostipa scabra,Austrostipa scabra,Rough Spear-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
219,6,2019-10-22,1,Gap,5,False,,11051,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
220,0,2012-10-24,1,Gap,5,False,Edge of Gap,5860,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
221,0,2012-10-24,1,Gap,5,False,Edge of Gap,5867,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
222,0,2012-10-24,1,Gap,5,False,Edge of Gap,5864,Luzula meridionalis,0.5,Luzula meridionalis,Luzula meridionalis,Common Woodrush,Juncaceae,Monocotyledons,Small Tufted grass/sedge
223,0,2012-10-24,1,Gap,5,False,Edge of Gap,5861,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
224,0,2012-10-24,1,Gap,5,False,Edge of Gap,5862,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
225,0,2012-10-24,1,Gap,5,False,Edge of Gap,5863,Lomandra longifolia,1.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
226,0,2012-10-24,1,Gap,5,False,Edge of Gap,5865,Microlaena stipoides,0.5,Microlaena stipoides,,,,,
227,0,2012-10-24,1,Gap,5,False,Edge of Gap,5854,Austrostipa spp,0.5,Austrostipa rudis,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge
228,0,2012-10-24,1,Gap,5,False,Edge of Gap,5866,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
229,0,2012-10-24,1,Gap,5,False,Edge of Gap,5853,Rytidosperma spp.,4.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
230,0,2012-10-24,1,Gap,5,False,Edge of Gap,5856,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
231,0,2012-10-24,1,Gap,5,False,Edge of Gap,5858,Euchiton spp,0.5,Euchiton spp,,,,,
232,0,2012-10-24,1,Gap,5,False,Edge of Gap,5859,Gnaphalium sp,0.5,Gnaphalium indutum,Gnaphalium indutum,Tiny Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
233,0,2012-10-24,1,Gap,5,False,Edge of Gap,5852,Aira spp.,1.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
234,0,2012-10-24,1,Gap,5,False,Edge of Gap,5857,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
235,0,2012-10-24,1,Gap,5,False,Edge of Gap,5855,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
236,3,2015-10-20,1,Gap,5,False,Edge of Gap,135,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
237,3,2015-10-20,1,Gap,5,False,Edge of Gap,141,Senecio spp,0.5,Senecio spp,,,,,
238,3,2015-10-20,1,Gap,5,False,Edge of Gap,136,Lomandra filiformis,1.0,Lomandra filiformis,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
239,3,2015-10-20,1,Gap,5,False,Edge of Gap,137,Lomandra longifolia,2.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
240,3,2015-10-20,1,Gap,5,False,Edge of Gap,138,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
241,3,2015-10-20,1,Gap,5,False,Edge of Gap,139,Poranthera microphylla,1.0,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
242,3,2015-10-20,1,Gap,5,False,Edge of Gap,140,Schoenus spp,0.5,Schoenus apogon,Schoenus apogon,Common Bog-sedge,Cyperaceae,Monocotyledons,Small Tufted grass/sedge
243,3,2015-10-20,1,Gap,5,False,Edge of Gap,130,Rytidosperma spp.,2.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
244,3,2015-10-20,1,Gap,5,False,Edge of Gap,131,Briza minor,1.0,Briza minor,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
245,3,2015-10-20,1,Gap,5,False,Edge of Gap,134,Hypericum gramineum,1.0,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
246,3,2015-10-20,1,Gap,5,False,Edge of Gap,129,Aira spp.,2.0,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
247,3,2015-10-20,1,Gap,5,False,Edge of Gap,132,Daucus glochidiatus,0.5,Daucus glochidiatus,Daucus glochidiatus,Australian Carrot,Apiaceae,Dicotyledons,Medium Forb/Herb
248,3,2015-10-20,1,Gap,5,False,Edge of Gap,133,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
249,6,2019-10-22,1,Gap,6,False,,11072,Senecio pinnatifolius,1.0,Senecio pinnatifolius,Senecio pinnatifolius,Variable Groundsel,Asteraceae,Dicotyledons,Large Forb/Herb
250,6,2019-10-22,1,Gap,6,False,,11066,Einadia nutans,0.5,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
251,6,2019-10-22,1,Gap,6,False,,11068,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
252,6,2019-10-22,1,Gap,6,False,,11069,Lomandra longifolia,6.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
253,6,2019-10-22,1,Gap,6,False,,11064,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
254,6,2019-10-22,1,Gap,6,False,,11071,Pteridium esculentum,3.0,Pteridium esculentum,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern
255,6,2019-10-22,1,Gap,6,False,,11065,Crassula sieberiana,1.0,Crassula sieberiana s.l.,Crassula sieberiana s.l.,Sieber Crassula,Crassulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
256,6,2019-10-22,1,Gap,6,False,,11073,Stellaria spp.,0.5,Stellaria spp.,,,,,
257,6,2019-10-22,1,Gap,6,False,,11074,Tricoryne elatior,0.5,Tricoryne elatior,Tricoryne elatior,Yellow Rush-lily,Hemerocallidaceae,Monocotyledons,Large Forb/Herb
258,6,2019-10-22,1,Gap,6,False,,11070,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
259,6,2019-10-22,1,Gap,6,False,,11067,Hydrocotyle foveolata,0.5,Hydrocotyle foveolata,Hydrocotyle foveolata,Yellow Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
260,6,2019-10-22,1,Gap,6,False,,11063,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
261,0,2012-10-24,1,Gap,6,False,Not in Gap,5882,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
262,0,2012-10-24,1,Gap,6,False,Not in Gap,5880,Euchiton spp,0.5,Euchiton spp,,,,,
263,0,2012-10-24,1,Gap,6,False,Not in Gap,5881,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
264,0,2012-10-24,1,Gap,6,False,Not in Gap,5883,Lomandra longifolia,6.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
265,0,2012-10-24,1,Gap,6,False,Not in Gap,5884,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
266,0,2012-10-24,1,Gap,6,False,Not in Gap,5885,Pteridium esculentum,0.5,Pteridium esculentum,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern
267,0,2012-10-24,1,Gap,6,False,Not in Gap,5886,Pterostylis spp,0.5,Pterostylis laxa,Pterostylis laxa,Antelope Greenhood,Orchidaceae,Monocotyledons,Medium Forb/Herb
268,0,2012-10-24,1,Gap,6,False,Not in Gap,5887,Sonchus spp,0.5,Sonchus spp,,,,,
269,0,2012-10-24,1,Gap,6,False,Not in Gap,5888,Stellaria spp.,0.5,Stellaria spp.,,,,,
270,0,2012-10-24,1,Gap,6,False,Not in Gap,5872,Arthropodium spp,0.5,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
271,0,2012-10-24,1,Gap,6,False,Not in Gap,5879,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
272,0,2012-10-24,1,Gap,6,False,Not in Gap,5873,Rytidosperma spp.,3.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
273,0,2012-10-24,1,Gap,6,False,Not in Gap,5871,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
274,0,2012-10-24,1,Gap,6,False,Not in Gap,5875,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
275,0,2012-10-24,1,Gap,6,False,Not in Gap,5876,Cerastium sp.,0.5,Cerastium sp.,,,,,
276,0,2012-10-24,1,Gap,6,False,Not in Gap,5878,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
277,0,2012-10-24,1,Gap,6,False,Not in Gap,5874,Carex spp,0.5,Carex iynx,Carex iynx,Tussock Sedge,Cyperaceae,Monocotyledons,Medium Tufted grass/sedge
278,0,2012-10-24,1,Gap,6,False,Not in Gap,5877,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
279,3,2015-10-20,1,Gap,6,False,Not in Gap,159,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
280,3,2015-10-20,1,Gap,6,False,Not in Gap,154,Lomandra filiformis,0.5,Lomandra filiformis,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
281,3,2015-10-20,1,Gap,6,False,Not in Gap,155,Lomandra longifolia,5.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
282,3,2015-10-20,1,Gap,6,False,Not in Gap,156,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
283,3,2015-10-20,1,Gap,6,False,Not in Gap,157,Pteridium esculentum,1.0,Pteridium esculentum,Pteridium esculentum,Austral Bracken,Dennstaedtiaceae,Ferns and Allies,Non-tufted Ground Fern
284,3,2015-10-20,1,Gap,6,False,Not in Gap,158,Senecio spp,0.5,Senecio spp,,,,,
285,3,2015-10-20,1,Gap,6,False,Not in Gap,153,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
286,3,2015-10-20,1,Gap,6,False,Not in Gap,148,Carex spp,0.5,Carex iynx,Carex iynx,Tussock Sedge,Cyperaceae,Monocotyledons,Medium Tufted grass/sedge
287,3,2015-10-20,1,Gap,6,False,Not in Gap,152,Imperata cylindrica,0.5,Imperata cylindrica,Imperata cylindrica,Blady Grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
288,3,2015-10-20,1,Gap,6,False,Not in Gap,151,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
289,3,2015-10-20,1,Gap,6,False,Not in Gap,150,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
290,3,2015-10-20,1,Gap,6,False,Not in Gap,147,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
291,3,2015-10-20,1,Gap,6,False,Not in Gap,149,Centaurium erythraea,0.5,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
292,6,2019-10-22,1,Gap,7,False,,11084,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
293,6,2019-10-22,1,Gap,7,False,,11087,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
294,6,2019-10-22,1,Gap,7,False,,11086,Hypochaeris radicata,0.5,Hypochoeris radicata,Hypochoeris radicata,Flatweed,Asteraceae,Dicotyledons,Medium Forb/Herb
295,6,2019-10-22,1,Gap,7,False,,11085,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
296,6,2019-10-22,1,Gap,7,False,,11088,Lomandra longifolia,4.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
297,6,2019-10-22,1,Gap,7,False,,11093,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
298,6,2019-10-22,1,Gap,7,False,,11092,Stellaria spp.,1.0,Stellaria spp.,,,,,
