Plot_treatment,Plot_number,Quadrat_number,Year_monitoring,Scientific Name,Score
Control,2,11,3,Centaurium erythraea,[0.5]
Control,2,11,3,Conyza sumatrensis,[1.0]
Control,2,11,3,Cymbonotus preissianus,[0.5]
Control,2,11,3,Dichondra repens,[2.0]
Control,2,11,3,Dipodium punctatum s.l.,[0.5]
Control,2,11,3,Geranium solanderi s.l.,[1.0]
Control,2,11,3,Glycine clandestina,[0.5]
Control,2,11,3,Hydrocotyle laxiflora,[0.5]
Control,2,11,3,Imperata cylindrica,[0.5]
Control,2,11,3,Lagenophora gracilis,[1.0]
Control,2,11,3,Lomandra longifolia,[7.0]
Control,2,11,3,Luzula meridionalis,[0.5]
Control,2,11,3,Microlaena stipoides var. stipoides,[2.0]
Control,2,11,3,Poa sieberiana,[1.0]
Control,2,11,3,Senecio quadridentatus,[1.0]
Control,2,11,6,Anagallis arvensis,[0.5]
Control,2,11,6,Bulbine bulbosa,[0.5]
Control,2,11,6,Cotula australis,[0.5]
Control,2,11,6,Crassula sieberiana s.l.,[0.5]
Control,2,11,6,Cymbonotus preissianus,[0.5]
Control,2,11,6,Dichondra repens,[0.5]
Control,2,11,6,Entolasia marginata,[2.0]
Control,2,11,6,Geranium sp. 1,[0.5]
Control,2,11,6,Glycine clandestina,[0.5]
Control,2,11,6,Hydrocotyle laxiflora,[0.5]
Control,2,11,6,Lagenophora gracilis,[0.5]
Control,2,11,6,Lomandra longifolia,[6.0]
Control,2,11,6,Microlaena stipoides var. stipoides,[0.5]
Control,2,11,6,Oxalis perennans,[0.5]
Control,2,11,6,Poranthera microphylla s.l.,[0.5]
Control,2,11,6,Senecio quadridentatus,[0.5]
Control,2,11,6,Themeda triandra,[0.5]
Control,2,12,0,Arthropodium minus,[0.5]
Control,2,12,0,Conyza sumatrensis,[0.5]
Control,2,12,0,Cotula australis,[0.5]
Control,2,12,0,Dichondra repens,[6.0]
Control,2,12,0,Glycine clandestina,[0.5]
Control,2,12,0,Hydrocotyle laxiflora,[1.0]
Control,2,12,0,Juncus australis,[0.5]
Control,2,12,0,Lomandra longifolia,[9.0]
Control,2,12,0,Microlaena stipoides var. stipoides,[4.0]
Control,2,12,0,Oxalis corniculata s.s.,[1.0]
Control,2,12,0,Rytidosperma nivicolum,[3.0]
Control,2,12,0,Scutellaria humilis,[1.0]
Control,2,12,3,Aira spp.,"[0.5, 0.5]"
Control,2,12,3,Centaurium erythraea,"[1.0, 1.0]"
Control,2,12,3,Conyza sumatrensis,"[1.0, 1.0]"
Control,2,12,3,Dichondra repens,"[2.0, 2.0]"
Control,2,12,3,Glycine clandestina,"[0.5, 0.5]"
Control,2,12,3,Hydrocotyle laxiflora,"[0.5, 0.5]"
Control,2,12,3,Lomandra longifolia,"[9.0, 9.0]"
Control,2,12,3,Microlaena stipoides var. stipoides,"[1.0, 1.0]"
Control,2,12,3,Pimelea humilis,"[0.5, 0.5]"
Control,2,12,3,Scutellaria humilis,"[1.0, 1.0]"
Control,2,12,3,Senecio quadridentatus,"[1.0, 1.0]"
Control,2,12,6,Anagallis arvensis,[0.5]
Control,2,12,6,Arthropodium minus,[0.5]
Control,2,12,6,Cerastium glomeratum s.l.,[0.5]
Control,2,12,6,Cotula australis,[0.5]
Control,2,12,6,Crassula sieberiana s.l.,[0.5]
Control,2,12,6,Dichondra repens,[0.5]
Control,2,12,6,Entolasia marginata,[1.0]
Control,2,12,6,Hydrocotyle foveolata,[0.5]
Control,2,12,6,Hydrocotyle laxiflora,[0.5]
Control,2,12,6,Lomandra longifolia,[8.0]
Control,2,12,6,Microlaena stipoides var. stipoides,[0.5]
Control,2,12,6,Oxalis perennans,[1.0]
Control,2,12,6,Rytidosperma nivicolum,[1.0]
Control,2,12,6,Senecio quadridentatus,[1.0]
Control,2,12,6,Stellaria flaccida,[0.5]
Control,2,13,0,Carex breviculmis,[0.5]
Control,2,13,0,Conyza sumatrensis,[0.5]
Control,2,13,0,Cotula australis,[0.5]
Control,2,13,0,Dichondra repens,[4.0]
Control,2,13,0,Hypericum gramineum,[0.5]
Control,2,13,0,Lagenophora gracilis,[0.5]
Control,2,13,0,Lomandra longifolia,[3.0]
Control,2,13,0,Microlaena stipoides var. stipoides,[3.0]
Control,2,13,0,Poranthera microphylla s.l.,[0.5]
Control,2,13,0,Rytidosperma nivicolum,[8.0]
Control,2,13,0,Senecio quadridentatus,[0.5]
Control,2,13,0,Wahlenbergia gracilis,[0.5]
Control,2,13,3,Aira spp.,[1.0]
Control,2,13,3,Anagallis arvensis,[0.5]
Control,2,13,3,Briza minor,[1.0]
Control,2,13,3,Conyza sumatrensis,[0.5]
Control,2,13,3,Cotula australis,[0.5]
Control,2,13,3,Dichondra repens,[1.0]
Control,2,13,3,Hydrocotyle laxiflora,[1.0]
Control,2,13,3,Imperata cylindrica,[0.5]
Control,2,13,3,Lagenophora gracilis,[1.0]
Control,2,13,3,Lomandra longifolia,[6.0]
Control,2,13,3,Microlaena stipoides var. stipoides,[4.0]
Control,2,13,3,Poranthera microphylla s.l.,[1.0]
Control,2,13,3,Rytidosperma nivicolum,[3.0]
Control,2,13,3,Senecio quadridentatus,[2.0]
Control,2,13,6,Aira spp.,[0.5]
Control,2,13,6,Anagallis arvensis,[0.5]
Control,2,13,6,Cotula australis,[0.5]
Control,2,13,6,Crassula sieberiana s.l.,[1.0]
Control,2,13,6,Dichondra repens,[0.5]
Control,2,13,6,Hydrocotyle laxiflora,[0.5]
Control,2,13,6,Hypochoeris glabra,[0.5]
Control,2,13,6,Lagenophora gracilis,[0.5]
Control,2,13,6,Lomandra longifolia,[7.0]
Control,2,13,6,Microlaena stipoides var. stipoides,[1.0]
Control,2,13,6,Rytidosperma nivicolum,[0.5]
Control,2,13,6,Senecio quadridentatus,[1.0]
Control,2,14,0,Aira spp.,[0.5]
Control,2,14,0,Briza minor,[0.5]
Control,2,14,0,Centaurium erythraea,[0.5]
Control,2,14,0,Conyza sumatrensis,[0.5]
Control,2,14,0,Cotula australis,[0.5]
Control,2,14,0,Dichondra repens,[1.0]
Control,2,14,0,Hydrocotyle laxiflora,[0.5]
Control,2,14,0,Hypericum gramineum,[0.5]
Control,2,14,0,Imperata cylindrica,[0.5]
Control,2,14,0,Lagenophora gracilis,[0.5]
Control,2,14,0,Lomandra longifolia,[6.0]
Control,2,14,0,Microlaena stipoides var. stipoides,[0.5]
Control,2,14,0,Poranthera microphylla s.l.,[0.5]
Control,2,14,0,Rytidosperma nivicolum,[1.0]
Control,2,14,0,Senecio quadridentatus,[0.5]
Control,2,14,3,Aira spp.,[0.5]
Control,2,14,3,Austrostipa rudis,[0.5]
Control,2,14,3,Bulbine bulbosa,[0.5]
Control,2,14,3,Centaurium erythraea,[0.5]
Control,2,14,3,Conyza sumatrensis,[1.0]
Control,2,14,3,Dichondra repens,[1.0]
Control,2,14,3,Dipodium punctatum s.l.,[0.5]
Control,2,14,3,Euchiton involucratus s.l.,[0.5]
Control,2,14,3,Hydrocotyle laxiflora,[0.5]
Control,2,14,3,Hypericum gramineum,[0.5]
Control,2,14,3,Hypochoeris radicata,[0.5]
Control,2,14,3,Imperata cylindrica,[1.0]
Control,2,14,3,Lagenophora gracilis,[1.0]
Control,2,14,3,Lomandra longifolia,[6.0]
Control,2,14,3,Microlaena stipoides var. stipoides,[1.0]
Control,2,14,3,Poranthera microphylla s.l.,[1.0]
Control,2,14,3,Pteridium esculentum,[1.0]
Control,2,14,3,Rytidosperma nivicolum,[1.0]
Control,2,14,3,Senecio quadridentatus,[1.0]
Control,2,14,6,Anagallis arvensis,[0.5]
Control,2,14,6,Arthropodium milleflorum s.l.,[0.5]
Control,2,14,6,Briza minor,[0.5]
Control,2,14,6,Crassula sieberiana s.l.,[1.0]
Control,2,14,6,Dichondra repens,[0.5]
Control,2,14,6,Hydrocotyle laxiflora,[0.5]
Control,2,14,6,Hypericum gramineum,[0.5]
Control,2,14,6,Hypochoeris radicata,[0.5]
Control,2,14,6,Imperata cylindrica,[0.5]
Control,2,14,6,Lagenophora gracilis,[0.5]
Control,2,14,6,Lomandra longifolia,[6.0]
Control,2,14,6,Microlaena stipoides var. stipoides,[0.5]
Control,2,14,6,Poranthera microphylla s.l.,[0.5]
Control,2,14,6,Rytidosperma nivicolum,[0.5]
Control,2,14,6,Senecio quadridentatus,[1.0]
Control,2,15,0,Aira spp.,[0.5]
Control,2,15,0,Arthropodium minus,[0.5]
Control,2,15,0,Hypochoeris radicata,[0.5]
Control,2,15,0,Lagenophora gracilis,[1.0]
Control,2,15,0,Lomandra longifolia,[1.0]
Control,2,15,0,Microlaena stipoides var. stipoides,[0.5]
Control,2,15,0,Poa sieberiana,[0.5]
Control,2,15,0,Poranthera microphylla s.l.,[0.5]
Control,2,15,0,Rytidosperma nivicolum,[0.5]
Control,2,15,0,Senecio quadridentatus,[0.5]
Control,2,15,3,Aira spp.,[1.0]
Control,2,15,3,Bulbine bulbosa,[0.5]
Control,2,15,3,Comesperma volubile,[0.5]
Control,2,15,3,Hydrocotyle laxiflora,[0.5]
Control,2,15,3,Hypochoeris radicata,[1.0]
Control,2,15,3,Lagenophora gracilis,[0.5]
Control,2,15,3,Lomandra longifolia,[3.0]
Control,2,15,3,Microlaena stipoides var. stipoides,[0.5]
Control,2,15,3,Poa sieberiana,[1.0]
Control,2,15,3,Pteridium esculentum,[1.0]
Control,2,15,3,Rytidosperma nivicolum,[0.5]
Control,2,15,3,Senecio quadridentatus,[2.0]
Control,2,15,6,Aira spp.,[0.5]
Control,2,15,6,Anagallis arvensis,[0.5]
Control,2,15,6,Austrostipa scabra,[0.5]
Control,2,15,6,Bulbine bulbosa,[0.5]
Control,2,15,6,Cotula australis,[0.5]
Control,2,15,6,Crassula sieberiana s.l.,[0.5]
Control,2,15,6,Euchiton involucratus s.l.,[0.5]
Control,2,15,6,Hypochoeris radicata,[0.5]
Control,2,15,6,Lagenophora gracilis,[0.5]
Control,2,15,6,Lomandra longifolia,[4.0]
Control,2,15,6,Microlaena stipoides var. stipoides,[1.0]
Control,2,15,6,Poa labillardierei,[0.5]
Control,2,15,6,Poranthera microphylla s.l.,[0.5]
Control,2,15,6,Pteridium esculentum,[0.5]
Control,2,15,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Control,2,15,6,Senecio tenuiflorus spp. agg.,[0.5]
Control,2,15,6,Wahlenbergia gracilis,[0.5]
Control,2,16,0,Aira spp.,[0.5]
Control,2,16,0,Briza minor,[0.5]
Control,2,16,0,Conyza sumatrensis,[0.5]
Control,2,16,0,Cotula australis,[0.5]
Control,2,16,0,Gamochaeta purpurea s.l.,[0.5]
Control,2,16,0,Hypochoeris radicata,[0.5]
Control,2,16,0,Laxmannia gracilis,[0.5]
Control,2,16,0,Lomandra longifolia,[2.0]
Control,2,16,0,Microlaena stipoides var. stipoides,[0.5]
Control,2,16,0,Poranthera microphylla s.l.,[0.5]
Control,2,16,0,Rytidosperma nivicolum,[1.0]
Control,2,16,0,Senecio quadridentatus,[0.5]
Control,2,16,0,Wahlenbergia gracilis,[0.5]
Control,2,16,3,Aira spp.,[1.0]
Control,2,16,3,Conyza sumatrensis,[0.5]
Control,2,16,3,Cotula australis,[0.5]
Control,2,16,3,Dichondra repens,[0.5]
Control,2,16,3,Hypericum gramineum,[0.5]
Control,2,16,3,Hypochoeris radicata,[0.5]
Control,2,16,3,Lomandra longifolia,[4.0]
Control,2,16,3,Microlaena stipoides var. stipoides,[0.5]
Control,2,16,3,Poa sieberiana,[1.0]
Control,2,16,3,Poranthera microphylla s.l.,[0.5]
Control,2,16,3,Pteridium esculentum,[2.0]
Control,2,16,3,Senecio quadridentatus,[1.0]
Control,2,16,6,Anagallis arvensis,[0.5]
Control,2,16,6,Cotula australis,[0.5]
Control,2,16,6,Crassula sieberiana s.l.,[1.0]
Control,2,16,6,Dichondra repens,[0.5]
Control,2,16,6,Euchiton involucratus s.l.,[0.5]
Control,2,16,6,Hypochoeris glabra,[0.5]
Control,2,16,6,Laxmannia gracilis,[0.5]
Control,2,16,6,Lomandra longifolia,[3.0]
Control,2,16,6,Microlaena stipoides var. stipoides,[0.5]
Control,2,16,6,Poa labillardierei,[0.5]
Control,2,16,6,Poranthera microphylla s.l.,[0.5]
Control,2,16,6,Senecio tenuiflorus spp. agg.,[0.5]
Control,2,16,6,Stellaria flaccida,[0.5]
Control,2,16,6,Wahlenbergia gracilis,[0.5]
Control,4,1,0,Aira spp.,[0.5]
Control,4,1,0,Bulbine bulbosa,[0.5]
Control,4,1,0,Clematis microphylla s.l.,[0.5]
Control,4,1,0,Conyza sumatrensis,[0.5]
Control,4,1,0,Dichondra repens,[1.0]
Control,4,1,0,Einadia nutans subsp. nutans,[0.5]
Control,4,1,0,Euchiton involucratus s.l.,[0.5]
Control,4,1,0,Geranium sp. 1,[0.5]
Control,4,1,0,Hydrocotyle laxiflora,[0.5]
Control,4,1,0,Hypericum gramineum,[0.5]
Control,4,1,0,Hypochoeris radicata,[0.5]
Control,4,1,0,Imperata cylindrica,[0.5]
Control,4,1,0,Lagenophora gracilis,[0.5]
Control,4,1,0,Lomandra longifolia,[8.0]
Control,4,1,0,Microlaena stipoides var. stipoides,[2.0]
Control,4,1,0,Poa sieberiana,[2.0]
Control,4,1,0,Senecio quadridentatus,[0.5]
Control,4,1,0,Sonchus oleraceus,[0.5]
Control,4,1,0,Wahlenbergia gracilis,[0.5]
Control,4,1,3,Aira spp.,"[0.5, 0.5]"
Control,4,1,3,Bulbine bulbosa,"[0.5, 1.0]"
Control,4,1,3,Centaurium erythraea,[0.5]
Control,4,1,3,Cerastium glomeratum s.l.,"[0.5, 0.5]"
Control,4,1,3,Cotula australis,"[0.5, 0.5]"
Control,4,1,3,Dichondra repens,"[2.0, 1.0]"
Control,4,1,3,Einadia nutans subsp. nutans,"[0.5, 1.0]"
Control,4,1,3,Euchiton involucratus s.l.,[0.5]
Control,4,1,3,Geranium solanderi s.l.,[0.5]
Control,4,1,3,Glycine clandestina,[1.0]
Control,4,1,3,Hydrocotyle laxiflora,"[1.0, 0.5]"
Control,4,1,3,Hypochoeris radicata,"[0.5, 0.5]"
Control,4,1,3,Imperata cylindrica,[0.5]
Control,4,1,3,Lagenophora gracilis,"[1.0, 1.0]"
Control,4,1,3,Lomandra longifolia,"[6.0, 6.0]"
Control,4,1,3,Microlaena stipoides var. stipoides,[0.5]
Control,4,1,3,Poa sieberiana,[1.0]
Control,4,1,3,Rytidosperma nivicolum,[1.0]
Control,4,1,3,Senecio quadridentatus,[1.0]
Control,4,1,3,Stellaria flaccida,[0.5]
Control,4,1,6,Aira spp.,[1.0]
Control,4,1,6,Bulbine bulbosa,[1.0]
Control,4,1,6,Cotula australis,[0.5]
Control,4,1,6,Crassula sieberiana s.l.,[1.0]
Control,4,1,6,Einadia nutans subsp. nutans,[2.0]
Control,4,1,6,Geranium sp. 1,[0.5]
Control,4,1,6,Hydrocotyle foveolata,[0.5]
Control,4,1,6,Hypochoeris radicata,[0.5]
Control,4,1,6,Lagenophora gracilis,[0.5]
Control,4,1,6,Lomandra longifolia,[8.0]
Control,4,1,6,Microlaena stipoides var. stipoides,[1.0]
Control,4,1,6,Poa sp. aff. tenera (Hairy),[0.5]
Control,4,1,6,Senecio quadridentatus,[0.5]
Control,4,1,6,Stellaria flaccida,[0.5]
Control,4,2,0,Aira spp.,[0.5]
Control,4,2,0,Bulbine bulbosa,[1.0]
Control,4,2,0,Centaurium erythraea,[0.5]
Control,4,2,0,Conyza sumatrensis,[0.5]
Control,4,2,0,Crassula sieberiana s.l.,[0.5]
Control,4,2,0,Dichondra repens,[0.5]
Control,4,2,0,Euchiton involucratus s.l.,[0.5]
Control,4,2,0,Hypericum gramineum,[0.5]
Control,4,2,0,Hypochoeris radicata,[0.5]
Control,4,2,0,Lagenophora gracilis,[0.5]
Control,4,2,0,Lomandra longifolia,[3.0]
Control,4,2,0,Medicago lupulina,[0.5]
Control,4,2,0,Microlaena stipoides var. stipoides,[0.5]
Control,4,2,0,Poa sieberiana,[0.5]
Control,4,2,0,Poranthera microphylla s.l.,[0.5]
Control,4,2,0,Rytidosperma nivicolum,[2.0]
Control,4,2,0,Senecio quadridentatus,[0.5]
Control,4,2,0,Wahlenbergia gracilis,[0.5]
Control,4,2,3,Aira spp.,[0.5]
Control,4,2,3,Bulbine bulbosa,[1.0]
Control,4,2,3,Centaurium erythraea,"[0.5, 0.5]"
Control,4,2,3,Conyza sumatrensis,[0.5]
Control,4,2,3,Cotula australis,[0.5]
Control,4,2,3,Crassula sieberiana s.l.,[0.5]
Control,4,2,3,Daucus glochidiatus,[0.5]
Control,4,2,3,Dichondra repens,[0.5]
Control,4,2,3,Dipodium punctatum s.l.,[0.5]
Control,4,2,3,Euchiton involucratus s.l.,[0.5]
Control,4,2,3,Hydrocotyle laxiflora,"[0.5, 0.5]"
Control,4,2,3,Lagenophora gracilis,[2.0]
Control,4,2,3,Lomandra filiformis,"[0.5, 0.5]"
Control,4,2,3,Lomandra longifolia,"[3.0, 4.0]"
Control,4,2,3,Luzula meridionalis,[1.0]
Control,4,2,3,Microlaena stipoides var. stipoides,"[0.5, 0.5]"
Control,4,2,3,Poa sieberiana,[1.0]
Control,4,2,3,Poranthera microphylla s.l.,[0.5]
Control,4,2,3,Rytidosperma nivicolum,[1.0]
Control,4,2,3,Senecio quadridentatus,"[1.0, 0.5]"
Control,4,2,3,Stellaria flaccida,[0.5]
Control,4,2,6,Aira spp.,[0.5]
Control,4,2,6,Bulbine bulbosa,[0.5]
Control,4,2,6,Comesperma volubile,[0.5]
Control,4,2,6,Cotula australis,[0.5]
Control,4,2,6,Crassula sieberiana s.l.,[0.5]
Control,4,2,6,Entolasia marginata,[0.5]
Control,4,2,6,Hydrocotyle laxiflora,[0.5]
Control,4,2,6,Imperata cylindrica,[0.5]
Control,4,2,6,Lagenophora gracilis,[0.5]
Control,4,2,6,Lomandra longifolia,[5.0]
Control,4,2,6,Microlaena stipoides var. stipoides,[0.5]
Control,4,2,6,Poa sp. aff. tenera (Hairy),[0.5]
Control,4,3,0,Aira spp.,[0.5]
Control,4,3,0,Bulbine bulbosa,[1.0]
Control,4,3,0,Conyza sumatrensis,[0.5]
Control,4,3,0,Dichondra repens,[1.0]
Control,4,3,0,Geranium sp. 1,[0.5]
Control,4,3,0,Lagenophora gracilis,[0.5]
Control,4,3,0,Lomandra longifolia,[8.0]
Control,4,3,0,Microlaena stipoides var. stipoides,[2.0]
Control,4,3,0,Poa sieberiana,[1.0]
Control,4,3,0,Rytidosperma nivicolum,[0.5]
Control,4,3,0,Senecio quadridentatus,[0.5]
Control,4,3,0,Wahlenbergia gracilis,[0.5]
Control,4,3,3,Aira spp.,[1.0]
Control,4,3,3,Bulbine bulbosa,[1.0]
Control,4,3,3,Comesperma volubile,[0.5]
Control,4,3,3,Dichondra repens,"[2.0, 1.0]"
Control,4,3,3,Diuris sulphurea,[0.5]
Control,4,3,3,Geranium solanderi s.l.,[0.5]
Control,4,3,3,Hydrocotyle laxiflora,"[1.0, 1.0]"
Control,4,3,3,Hypericum gramineum,[0.5]
Control,4,3,3,Lagenophora gracilis,"[1.0, 0.5]"
Control,4,3,3,Lomandra longifolia,"[4.0, 9.0]"
Control,4,3,3,Microlaena stipoides var. stipoides,[0.5]
Control,4,3,3,Poa sieberiana,[1.0]
Control,4,3,3,Poranthera microphylla s.l.,[0.5]
Control,4,3,3,Rytidosperma nivicolum,"[0.5, 1.0]"
Control,4,3,3,Senecio quadridentatus,"[0.5, 0.5]"
Control,4,3,3,Sonchus oleraceus,[0.5]
Control,4,3,3,Wahlenbergia gracilis,[0.5]
Control,4,3,6,Bulbine bulbosa,[1.0]
Control,4,3,6,Cotula australis,[0.5]
Control,4,3,6,Dichondra repens,[0.5]
Control,4,3,6,Hydrocotyle foveolata,[0.5]
Control,4,3,6,Hydrocotyle laxiflora,[0.5]
Control,4,3,6,Lagenophora gracilis,[0.5]
Control,4,3,6,Lomandra longifolia,[8.0]
Control,4,3,6,Microlaena stipoides var. stipoides,[0.5]
Control,4,3,6,Rytidosperma nivicolum,[1.0]
Control,4,4,0,Aira spp.,[0.5]
Control,4,4,0,Conyza sumatrensis,[0.5]
Control,4,4,0,Cotula australis,[0.5]
Control,4,4,0,Crassula sieberiana s.l.,[0.5]
Control,4,4,0,Dichondra repens,[2.0]
Control,4,4,0,Euchiton involucratus s.l.,[0.5]
Control,4,4,0,Hypochoeris radicata,[0.5]
Control,4,4,0,Lomandra filiformis,[0.5]
Control,4,4,0,Lomandra longifolia,[4.0]
Control,4,4,0,Medicago lupulina,[0.5]
Control,4,4,0,Rytidosperma nivicolum,[1.0]
Control,4,4,0,Senecio quadridentatus,[0.5]
Control,4,4,0,Stellaria flaccida,[0.5]
Control,4,4,0,Wahlenbergia gracilis,[0.5]
Control,4,4,3,Acrotriche serrulata,[0.5]
Control,4,4,3,Aira spp.,[0.5]
Control,4,4,3,Cerastium glomeratum s.l.,"[0.5, 0.5]"
Control,4,4,3,Comesperma volubile,[0.5]
Control,4,4,3,Cotula australis,[0.5]
Control,4,4,3,Daucus glochidiatus,[0.5]
Control,4,4,3,Dichondra repens,"[0.5, 2.0]"
Control,4,4,3,Geranium solanderi s.l.,"[1.0, 0.5]"
Control,4,4,3,Hydrocotyle laxiflora,"[0.5, 0.5]"
Control,4,4,3,Hypericum gramineum,[0.5]
Control,4,4,3,Hypochoeris radicata,[0.5]
Control,4,4,3,Lagenophora gracilis,[0.5]
Control,4,4,3,Lomandra longifolia,"[4.0, 5.0]"
Control,4,4,3,Luzula meridionalis,[0.5]
Control,4,4,3,Microlaena stipoides var. stipoides,"[1.0, 0.5]"
Control,4,4,3,Pimelea humilis,[0.5]
Control,4,4,3,Rytidosperma nivicolum,"[1.0, 0.5]"
Control,4,4,3,Senecio quadridentatus,[1.0]
Control,4,4,3,Sonchus oleraceus,[0.5]
Control,4,4,3,Stellaria flaccida,"[0.5, 0.5]"
Control,4,4,3,Vulpia bromoides,[0.5]
Control,4,4,6,Aira spp.,[0.5]
Control,4,4,6,Anagallis arvensis,[4.0]
Control,4,4,6,Cerastium glomeratum s.l.,[0.5]
Control,4,4,6,Cotula australis,[0.5]
Control,4,4,6,Crassula sieberiana s.l.,[0.5]
Control,4,4,6,Dichondra repens,[0.5]
Control,4,4,6,Hydrocotyle foveolata,[0.5]
Control,4,4,6,Hydrocotyle laxiflora,[0.5]
Control,4,4,6,Hypochoeris radicata,[0.5]
Control,4,4,6,Lomandra longifolia,[6.0]
Control,4,4,6,Microlaena stipoides var. stipoides,[0.5]
Control,4,4,6,Rytidosperma nivicolum,[0.5]
Control,4,4,6,Senecio quadridentatus,[0.5]
Control,4,4,6,Stellaria flaccida,[0.5]
Control,4,5,0,Aira spp.,[0.5]
Control,4,5,0,Arthropodium minus,[0.5]
Control,4,5,0,Bulbine bulbosa,[0.5]
Control,4,5,0,Centaurium erythraea,[0.5]
Control,4,5,0,Dichondra repens,[0.5]
Control,4,5,0,Dipodium punctatum s.l.,[0.5]
Control,4,5,0,Euchiton involucratus s.l.,[1.0]
Control,4,5,0,Glycine clandestina,[0.5]
Control,4,5,0,Hydrocotyle laxiflora,[0.5]
Control,4,5,0,Hypochoeris radicata,[0.5]
Control,4,5,0,Imperata cylindrica,[0.5]
Control,4,5,0,Lagenophora gracilis,[1.0]
Control,4,5,0,Lomandra filiformis,[0.5]
Control,4,5,0,Lomandra longifolia,[6.0]
Control,4,5,0,Luzula meridionalis,[0.5]
Control,4,5,0,Microlaena stipoides var. stipoides,[0.5]
Control,4,5,0,Poa sieberiana,[2.0]
Control,4,5,0,Poranthera microphylla s.l.,[0.5]
Control,4,5,0,Pteridium esculentum,[0.5]
Control,4,5,0,Rytidosperma nivicolum,[0.5]
Control,4,5,0,Senecio quadridentatus,[0.5]
Control,4,5,0,Tricoryne elatior,[0.5]
Control,4,5,0,Wahlenbergia gracilis,[0.5]
Control,4,5,3,Aira spp.,[0.5]
Control,4,5,3,Arthropodium minus,[0.5]
Control,4,5,3,Astroloma humifusum,[0.5]
Control,4,5,3,Bulbine bulbosa,[1.0]
Control,4,5,3,Centaurium erythraea,"[1.0, 0.5]"
Control,4,5,3,Cerastium glomeratum s.l.,[0.5]
Control,4,5,3,Conyza sumatrensis,[0.5]
Control,4,5,3,Euchiton involucratus s.l.,[0.5]
Control,4,5,3,Geranium solanderi s.l.,[0.5]
Control,4,5,3,Glycine clandestina,"[1.0, 0.5]"
Control,4,5,3,Hydrocotyle laxiflora,"[1.0, 0.5]"
Control,4,5,3,Hypericum gramineum,[0.5]
Control,4,5,3,Lagenophora gracilis,"[1.0, 0.5]"
Control,4,5,3,Lomandra filiformis,[1.0]
Control,4,5,3,Lomandra longifolia,"[5.0, 6.0]"
Control,4,5,3,Luzula meridionalis,[0.5]
Control,4,5,3,Poa sieberiana,[1.0]
Control,4,5,3,Poranthera microphylla s.l.,"[0.5, 0.5]"
Control,4,5,3,Pteridium esculentum,[0.5]
Control,4,5,3,Rytidosperma nivicolum,[1.0]
Control,4,5,3,Senecio quadridentatus,"[0.5, 0.5]"
Control,4,5,6,Crassula sieberiana s.l.,[0.5]
Control,4,5,6,Geranium sp. 1,[0.5]
Control,4,5,6,Glycine clandestina,[0.5]
Control,4,5,6,Hydrocotyle laxiflora,[0.5]
Control,4,5,6,Hypochoeris glabra,[0.5]
Control,4,5,6,Lagenophora gracilis,[1.0]
Control,4,5,6,Lomandra longifolia,[7.0]
Control,4,5,6,Microlaena stipoides var. stipoides,[0.5]
Control,4,5,6,Rytidosperma nivicolum,[0.5]
Control,4,5,6,Senecio quadridentatus,[0.5]
Control,4,6,0,Aira spp.,[0.5]
Control,4,6,0,Conyza sumatrensis,[0.5]
Control,4,6,0,Dichondra repens,[0.5]
Control,4,6,0,Euchiton involucratus s.l.,[0.5]
Control,4,6,0,Hypericum gramineum,[0.5]
Control,4,6,0,Lomandra filiformis,[0.5]
Control,4,6,0,Lomandra longifolia,[6.0]
Control,4,6,0,Microlaena stipoides var. stipoides,[0.5]
Control,4,6,0,Oxalis corniculata s.s.,[0.5]
Control,4,6,0,Oxalis hirta,[0.5]
Control,4,6,0,Poa sieberiana,[1.0]
Control,4,6,0,Poranthera microphylla s.l.,[0.5]
Control,4,6,0,Pteridium esculentum,[0.5]
Control,4,6,0,Rytidosperma nivicolum,[0.5]
Control,4,6,0,Senecio quadridentatus,[0.5]
Control,4,6,0,Wahlenbergia gracilis,[0.5]
Control,4,6,3,Aira spp.,"[0.5, 1.0]"
Control,4,6,3,Arthropodium minus,[1.0]
Control,4,6,3,Briza minor,[0.5]
Control,4,6,3,Bulbine bulbosa,[1.0]
Control,4,6,3,Centaurium erythraea,[0.5]
Control,4,6,3,Conyza sumatrensis,[0.5]
Control,4,6,3,Cotula australis,[0.5]
Control,4,6,3,Crassula sieberiana s.l.,[0.5]
Control,4,6,3,Dichondra repens,[1.0]
Control,4,6,3,Dipodium punctatum s.l.,[0.5]
Control,4,6,3,Glycine clandestina,[0.5]
Control,4,6,3,Hydrocotyle laxiflora,[1.0]
Control,4,6,3,Hypericum gramineum,"[1.0, 0.5]"
Control,4,6,3,Lagenophora gracilis,[1.0]
Control,4,6,3,Lomandra filiformis,[0.5]
Control,4,6,3,Lomandra longifolia,"[6.0, 0.5]"
Control,4,6,3,Luzula meridionalis,"[0.5, 0.5]"
Control,4,6,3,Microlaena stipoides var. stipoides,[1.0]
Control,4,6,3,Oxalis hirta,"[0.5, 0.5]"
Control,4,6,3,Poa sieberiana,[1.0]
Control,4,6,3,Poranthera microphylla s.l.,[0.5]
Control,4,6,3,Pteridium esculentum,"[0.5, 0.5]"
Control,4,6,3,Rytidosperma nivicolum,[0.5]
Control,4,6,3,Senecio quadridentatus,"[0.5, 1.0]"
